;host_is_superhost;host_listings_count;latitude;longitude;accommodates;bathrooms;bedrooms;beds;price;security_deposit;cleaning_fee;extra_people;minimum_nights;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;ano;mes;n_amenities;property_type_Apartment;property_type_Condominium;property_type_House;property_type_Loft;property_type_Outros;property_type_Serviced apartment;room_type_Entire home/apt;room_type_Hotel room;room_type_Private room;room_type_Shared room;bed_type_Outros;bed_type_Real Bed;cancellation_policy_flexible;cancellation_policy_moderate;cancellation_policy_strict;cancellation_policy_strict_14_with_grace_period
4835;1;1.0;-23.03035;-43.47188;4;1.0;1.0;2.0;163.0;1500.0;200.0;50.0;3;94.0;10.0;10.0;10.0;10.0;9.0;9.0;0;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4836;1;5.0;-22.98399;-43.19604;2;1.0;0.0;1.0;158.0;900.0;200.0;200.0;2;95.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;20;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4838;0;1.0;-22.9669;-43.18597;3;1.0;1.0;2.0;90.0;0.0;100.0;90.0;2;91.0;10.0;10.0;10.0;9.0;9.0;9.0;0;0;2020;4;24;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
4840;0;1.0;-22.96767;-43.18429;3;1.0;1.0;1.0;170.0;500.0;200.0;250.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;16;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4846;1;3.0;-22.98441;-43.20159;2;2.0;1.0;1.0;300.0;800.0;240.0;50.0;3;97.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;35;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4857;0;3.0;-22.99153;-43.23196;4;1.0;2.0;2.0;149.0;0.0;0.0;40.0;2;96.0;9.0;9.0;10.0;10.0;9.0;10.0;1;0;2020;4;25;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
4863;1;2.0;-22.96508;-43.17549;2;1.0;1.0;1.0;221.0;0.0;0.0;0.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
4867;0;5.0;-22.91637;-43.18944;3;1.0;1.0;1.0;79.0;800.0;120.0;0.0;3;96.0;10.0;8.0;10.0;9.0;9.0;8.0;0;0;2020;4;11;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1
4870;0;0.0;-22.9708;-43.18574;2;1.0;1.0;0.0;400.0;0.0;50.0;201.0;1;93.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;11;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
4871;0;1.0;-23.0088;-43.33344;4;2.5;2.0;2.0;501.0;1000.0;260.0;0.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;37;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4872;0;2.0;-22.94039;-43.18159;2;1.0;1.0;1.0;121.0;1500.0;150.0;100.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;21;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
4883;0;2.0;-22.96107;-43.17418;4;1.0;1.0;3.0;221.0;800.0;180.0;80.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;16;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4884;0;4.0;-22.97799;-43.19008;8;2.0;3.0;5.0;458.0;1145.0;344.0;115.0;3;91.0;10.0;9.0;9.0;10.0;10.0;8.0;0;0;2020;4;9;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4885;1;4.0;-22.96161;-43.17429;5;1.0;1.0;3.0;84.0;0.0;100.0;30.0;2;90.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;24;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4886;0;3.0;-22.98134;-43.20094;6;2.0;2.0;2.0;300.0;500.0;150.0;60.0;3;90.0;9.0;8.0;9.0;10.0;10.0;9.0;0;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4887;1;2.0;-22.9674;-43.18697;2;1.5;1.0;2.0;142.0;573.0;143.0;34.0;1;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;19;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
4893;1;2.0;-22.95195;-43.18095;2;1.0;1.0;1.0;153.0;600.0;150.0;0.0;2;97.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4897;1;2.0;-22.9136;-43.18347;2;1.0;1.0;1.0;232.0;600.0;110.0;0.0;3;97.0;10.0;10.0;10.0;10.0;9.0;10.0;1;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
4900;1;1.0;-22.98343;-43.21144;2;1.5;1.0;1.0;200.0;1000.0;200.0;100.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;28;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
4909;1;4.0;-22.96563;-43.18949;4;1.0;1.0;3.0;142.0;500.0;150.0;20.0;4;95.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4911;0;4.0;-22.92419;-43.18299;2;1.0;1.0;0.0;95.0;500.0;100.0;0.0;4;89.0;9.0;9.0;10.0;9.0;9.0;9.0;0;0;2020;4;15;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
4918;1;8.0;-22.98143;-43.23511;3;1.0;1.0;1.0;117.0;400.0;100.0;80.0;1;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;22;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
4921;1;1.0;-22.9594;-43.19326;8;3.0;3.0;4.0;202.0;900.0;150.0;100.0;2;94.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;36;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4934;0;2.0;-22.96396;-43.175;5;1.0;1.0;5.0;117.0;0.0;70.0;60.0;2;95.0;10.0;9.0;10.0;10.0;10.0;10.0;1;0;2020;4;22;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4937;0;2.0;-22.95528;-43.17814;2;2.0;1.0;1.0;68.0;0.0;110.0;45.0;2;92.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;33;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
4941;1;2.0;-23.01468;-43.45226;4;2.0;2.0;2.0;250.0;420.0;150.0;50.0;2;93.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;29;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0
4946;0;8.0;-22.98476;-43.20892;4;1.0;1.0;3.0;179.0;530.0;140.0;0.0;2;90.0;9.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;38;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4955;0;4.0;-22.96451;-43.2029;4;2.0;2.0;1.0;148.0;5000.0;180.0;0.0;3;95.0;10.0;10.0;10.0;10.0;9.0;10.0;0;0;2020;4;35;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4960;1;2.0;-22.96656;-43.1859;2;1.0;1.0;2.0;149.0;0.0;80.0;0.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;31;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
4962;1;2.0;-22.96767;-43.18679;2;1.5;1.0;1.0;200.0;573.0;143.0;29.0;1;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;16;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
4965;1;4.0;-22.96164;-43.17474;6;1.0;2.0;3.0;174.0;1000.0;164.0;50.0;2;94.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;36;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4966;0;1.0;-22.91302;-43.18545;2;1.0;0.0;0.0;290.0;0.0;195.0;190.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;22;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4968;0;2.0;-22.97733;-43.19744;5;2.0;2.0;2.0;601.0;1500.0;180.0;60.0;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;46;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
4973;1;1.0;-22.92515;-43.17793;4;1.0;1.0;1.0;158.0;433.0;192.0;0.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;27;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4975;0;4.0;-22.90595;-43.19312;1;0.5;1.0;1.0;111.0;0.0;0.0;0.0;2;74.0;6.0;6.0;9.0;10.0;10.0;8.0;0;0;2020;4;12;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
4977;1;3.0;-22.9833;-43.19304;3;1.0;0.0;2.0;105.0;465.0;165.0;25.0;4;97.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;33;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4979;0;2.0;-22.98416;-43.19669;4;1.0;1.0;1.0;221.0;501.0;149.0;0.0;2;94.0;10.0;10.0;9.0;10.0;10.0;9.0;0;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4982;0;1.0;-22.93832;-43.17864;3;1.0;1.0;2.0;248.0;500.0;150.0;40.0;3;98.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;22;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4984;0;1.0;-22.95241;-43.34638;4;1.0;1.0;1.0;319.0;2658.0;798.0;1063.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;11;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4985;0;1.0;-22.97428;-43.1873;3;1.0;0.0;1.0;227.0;0.0;250.0;100.0;4;95.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;31;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4995;0;1.0;-22.94277;-43.19854;4;1.5;1.0;2.0;356.0;1153.0;173.0;58.0;2;94.0;9.0;10.0;9.0;9.0;9.0;10.0;1;0;2020;4;36;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0
4996;0;6.0;-22.97404;-43.1886;4;1.0;1.0;1.0;300.0;500.0;100.0;40.0;2;90.0;9.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;31;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4997;0;1.0;-22.96799;-43.19037;3;1.0;1.0;2.0;100.0;0.0;0.0;0.0;1;93.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;28;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
5000;0;1.0;-22.93916;-43.19355;5;2.5;2.0;1.0;282.0;0.0;350.0;50.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;31;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5004;1;2.0;-22.96553;-43.18767;4;1.0;1.0;3.0;148.0;0.0;80.0;0.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;31;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
5005;0;10.0;-22.97329;-43.18791;7;3.0;3.0;6.0;606.0;600.0;250.0;0.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;11;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
5009;1;4.0;-22.94491;-43.18247;3;1.0;1.0;2.0;111.0;0.0;130.0;60.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;29;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1
5014;0;4.0;-22.9833;-43.19363;4;1.0;1.0;3.0;227.0;600.0;250.0;150.0;3;84.0;9.0;9.0;9.0;9.0;9.0;9.0;1;0;2020;4;19;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5020;0;1.0;-22.96189;-43.16687;5;2.0;2.0;4.0;574.0;1730.0;288.0;0.0;4;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;21;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5025;0;3.0;-22.98328;-43.19411;2;3.0;3.0;3.0;227.0;800.0;180.0;0.0;3;94.0;9.0;10.0;10.0;10.0;9.0;10.0;0;0;2020;4;27;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
5026;1;1.0;-22.96251;-43.17031;2;1.0;1.0;2.0;179.0;1200.0;200.0;0.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;27;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
5028;0;1.0;-22.9714;-43.18688;4;1.0;1.0;3.0;79.0;0.0;0.0;30.0;3;88.0;9.0;8.0;9.0;9.0;10.0;9.0;0;0;2020;4;22;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5030;0;1.0;-22.95524;-43.17563;4;1.5;2.0;3.0;232.0;527.0;237.0;79.0;3;94.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;22;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0
5039;0;4.0;-22.98185;-43.19061;3;1.0;1.0;2.0;149.0;500.0;150.0;0.0;3;93.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5040;0;2.0;-22.98326;-43.19472;2;1.0;1.0;1.0;169.0;750.0;150.0;0.0;2;90.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;14;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5041;0;3.0;-22.98257;-43.19344;2;2.0;3.0;3.0;227.0;800.0;180.0;0.0;3;90.0;9.0;9.0;10.0;10.0;7.0;9.0;0;0;2020;4;26;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
5045;0;11.0;-22.98426;-43.19694;4;1.5;1.0;2.0;221.0;500.0;100.0;26.0;3;92.0;10.0;9.0;10.0;9.0;10.0;9.0;0;0;2020;4;20;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0
5046;1;6.0;-22.97392;-43.41366;6;1.0;2.0;4.0;211.0;0.0;140.0;0.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5048;1;1.0;-22.92155;-43.17596;2;1.0;1.0;1.0;223.0;0.0;115.0;0.0;4;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;29;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
5050;0;2.0;-22.96901;-43.18507;6;1.0;2.0;5.0;348.0;1200.0;180.0;80.0;2;100.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;34;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5057;0;2.0;-22.93836;-43.1909;4;2.0;2.0;3.0;292.0;800.0;180.0;80.0;3;91.0;9.0;9.0;9.0;9.0;10.0;9.0;1;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5060;0;1.0;-22.98437;-43.21985;4;1.0;1.0;2.0;269.0;500.0;0.0;159.0;3;93.0;9.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;16;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
5067;1;1.0;-22.96546;-43.18036;5;2.0;3.0;5.0;248.0;0.0;160.0;100.0;2;96.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5069;1;1.0;-22.95287;-43.1867;4;1.5;1.0;2.0;148.0;0.0;349.0;99.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;32;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
5070;0;1.0;-22.98537;-43.22718;4;2.0;2.0;4.0;348.0;533.0;150.0;50.0;2;97.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
5073;0;1.0;-22.97159;-43.18632;4;1.0;1.0;2.0;202.0;300.0;80.0;0.0;3;97.0;9.0;10.0;10.0;10.0;9.0;9.0;0;0;2020;4;19;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5074;1;1.0;-22.97277;-43.18885;4;1.0;1.0;3.0;202.0;0.0;50.0;0.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;24;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1
5076;1;4.0;-22.96851;-43.18809;5;1.5;1.0;1.0;142.0;598.0;140.0;30.0;2;97.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
5095;1;4.0;-22.91088;-43.17246;6;1.0;2.0;3.0;149.0;1500.0;120.0;0.0;2;97.0;10.0;9.0;10.0;10.0;10.0;10.0;1;0;2020;4;38;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5098;0;8.0;-23.00941;-43.42981;4;1.0;2.0;2.0;263.0;1054.0;211.0;0.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;41;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5101;0;2.0;-22.9233;-43.18255;3;1.0;1.0;1.0;169.0;0.0;99.0;150.0;1;80.0;8.0;8.0;8.0;8.0;8.0;8.0;0;0;2020;4;10;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5102;0;5.0;-22.99161;-43.25878;3;1.0;1.0;1.0;191.0;500.0;360.0;100.0;1;100.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;8;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
5104;0;1.0;-22.97043;-43.18837;2;1.0;1.0;1.0;200.0;500.0;170.0;0.0;3;94.0;10.0;10.0;10.0;10.0;9.0;8.0;0;0;2020;4;22;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5106;1;2.0;-22.9689;-43.18141;2;1.0;1.0;1.0;223.0;0.0;125.0;300.0;3;99.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;21;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5108;0;10.0;-22.98356;-43.19806;6;3.0;2.0;3.0;282.0;1250.0;200.0;70.0;3;96.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;46;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5113;1;1.0;-23.00831;-43.3648;4;1.0;1.0;3.0;181.0;350.0;285.0;60.0;3;97.0;10.0;10.0;9.0;9.0;9.0;9.0;0;0;2020;4;30;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0
5116;0;1.0;-22.97235;-43.19041;5;1.0;2.0;3.0;400.0;3000.0;240.0;300.0;3;76.0;8.0;9.0;8.0;8.0;10.0;8.0;0;0;2020;4;28;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
5118;0;1.0;-22.9646;-43.18997;2;1.0;1.0;1.0;105.0;400.0;100.0;80.0;1;90.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;33;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
5125;0;5.0;-22.94543;-43.18232;3;1.0;1.0;1.0;100.0;800.0;120.0;0.0;4;78.0;9.0;8.0;9.0;9.0;9.0;8.0;0;0;2020;4;18;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1
5129;0;8.0;-22.98362;-43.19519;7;2.0;2.0;2.0;448.0;0.0;150.0;50.0;2;80.0;10.0;8.0;10.0;8.0;10.0;10.0;0;0;2020;4;13;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5138;0;1.0;-22.98127;-43.22204;2;1.0;1.0;1.0;111.0;750.0;120.0;0.0;1;91.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;23;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5145;1;2.0;-23.0113;-43.32064;4;1.0;1.0;1.0;213.0;0.0;120.0;40.0;2;92.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;19;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5154;0;3.0;-22.98197;-43.20118;2;1.0;1.0;2.0;200.0;0.0;200.0;100.0;1;85.0;9.0;9.0;10.0;10.0;9.0;9.0;0;0;2020;4;8;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0
5155;1;5.0;-22.96881;-43.18071;6;1.5;3.0;4.0;506.0;1592.0;265.0;0.0;2;96.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;32;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5158;0;1.0;-22.98401;-43.193;3;1.0;1.0;1.0;169.0;500.0;150.0;70.0;3;67.0;7.0;6.0;9.0;9.0;9.0;7.0;1;0;2020;4;17;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1
5159;1;8.0;-22.98227;-43.19225;4;1.0;1.0;2.0;148.0;450.0;150.0;50.0;3;93.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5164;0;7.0;-22.9122;-43.17649;2;1.0;0.0;1.0;101.0;0.0;60.0;0.0;1;91.0;9.0;9.0;10.0;10.0;9.0;9.0;0;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5165;1;8.0;-22.98422;-43.22403;6;2.5;3.0;4.0;400.0;700.0;300.0;80.0;3;98.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;37;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5170;0;1.0;-22.91413;-43.18249;5;1.0;2.0;0.0;648.0;1000.0;300.0;0.0;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;14;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5173;1;5.0;-22.96611;-43.17886;6;2.0;2.0;4.0;300.0;500.0;200.0;50.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;18;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5175;1;1.0;-22.96457;-43.17532;4;1.0;0.0;1.0;292.0;500.0;150.0;30.0;4;96.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;16;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5176;1;1.0;-22.98248;-43.22646;2;1.0;1.0;1.0;221.0;0.0;180.0;180.0;3;99.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;18;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5182;1;2.0;-22.97569;-43.18887;2;1.0;1.0;2.0;84.0;350.0;80.0;0.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;24;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5186;1;3.0;-22.96658;-43.19052;1;1.0;1.0;1.0;121.0;500.0;80.0;50.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;37;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
5190;1;2.0;-22.96524;-43.18051;2;1.0;1.0;1.0;274.0;1750.0;150.0;0.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;40;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
5191;0;1.0;-22.98628;-43.22655;5;3.0;2.0;3.0;648.0;0.0;0.0;0.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;35;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5192;1;3.0;-22.96868;-43.18444;4;1.0;1.0;1.0;179.0;0.0;70.0;90.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;24;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5194;0;2.0;-22.94847;-43.18174;2;2.0;1.0;2.0;53.0;0.0;170.0;60.0;1;91.0;9.0;10.0;9.0;9.0;9.0;9.0;0;0;2020;4;13;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
5195;0;3.0;-22.98569;-43.19343;2;1.0;1.0;1.0;144.0;0.0;150.0;50.0;2;93.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;33;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5197;1;1.0;-22.98434;-43.2011;6;2.0;3.0;3.0;590.0;3988.0;798.0;0.0;2;96.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;31;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
5200;0;1.0;-22.96313;-43.16642;6;3.0;3.0;5.0;601.0;800.0;200.0;100.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;18;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5206;1;2.0;-22.96991;-43.18802;3;1.0;1.0;2.0;121.0;380.0;120.0;30.0;3;98.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5207;1;1.0;-22.97471;-43.22878;4;2.0;2.0;3.0;191.0;386.0;150.0;83.0;2;95.0;9.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;17;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5210;0;2.0;-22.9388;-43.1984;4;1.0;1.0;2.0;223.0;0.0;50.0;100.0;1;100.0;9.0;10.0;10.0;10.0;9.0;10.0;1;0;2020;4;39;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
5211;0;1.0;-22.98457;-43.19864;4;2.0;1.0;4.0;395.0;300.0;150.0;100.0;2;100.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5212;0;2.0;-22.97049;-43.18803;6;1.0;2.0;5.0;295.0;400.0;100.0;19.0;2;93.0;9.0;9.0;9.0;10.0;10.0;9.0;1;0;2020;4;18;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5213;0;2.0;-22.96111;-43.17001;2;1.0;1.0;1.0;200.0;350.0;128.0;0.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;11;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
5214;0;2.0;-22.97077;-43.18618;4;1.0;1.0;3.0;153.0;385.0;70.0;19.0;3;94.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;24;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
5217;0;2.0;-22.96313;-43.17139;2;1.0;1.0;2.0;200.0;350.0;128.0;0.0;2;96.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;13;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
5219;1;2.0;-22.97291;-43.18819;3;1.0;1.0;2.0;197.0;600.0;130.0;0.0;3;99.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;23;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
